"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","significant","direction"
"HLA-DRA",4.2132512108672e-12,1.52687209585859,0.264,0.599,1.41304019110064e-07,TRUE,"Up in HER2hi"
"MAPK6",4.2251896415414e-12,13.9420300972761,0.742,0.418,1.41704410198015e-07,TRUE,"Up in HER2hi"
"PLA2G2F",4.50459272266608e-12,7.66430001835956,0.462,0.132,1.51075030732775e-07,TRUE,"Up in HER2hi"
"KTN1",4.66317628789313e-12,16.8371155693842,0.868,0.648,1.5639360634336e-07,TRUE,"Up in HER2hi"
"SERPINB5",4.70628485478968e-12,1.02335747211026,0.434,0.11,1.57839381459936e-07,TRUE,"Up in HER2hi"
"SLCO5A1",4.84999608978286e-12,-6.47696708625268,0.099,0.407,1.62659168859138e-07,TRUE,"Up in HER2lo"
"PHACTR1",4.97902909622573e-12,-2.73564652607745,0.269,0.621,1.66986677829219e-07,TRUE,"Up in HER2lo"
"PAK3",5.07674666242056e-12,-2.05690061442617,0.082,0.379,1.70263929564261e-07,TRUE,"Up in HER2lo"
"MAP3K8",5.33359007339766e-12,10.098868556888,0.604,0.269,1.78877943881611e-07,TRUE,"Up in HER2hi"
"TMEM184A",5.72381715193302e-12,-0.789104383461302,0.495,0.165,1.9196537964153e-07,TRUE,"Up in HER2lo"
"AUTS2",5.7536011905269e-12,-40.3949683946976,0.659,0.857,1.92964276727891e-07,TRUE,"Up in HER2lo"
"IFFO2",5.93656296285444e-12,10.9300011666159,0.363,0.066,1.99100448648212e-07,TRUE,"Up in HER2hi"
"FLNB",6.00393475954421e-12,30.9208781236832,0.846,0.615,2.01359963965594e-07,TRUE,"Up in HER2hi"
"BRD4",6.02787274426474e-12,11.6707445349354,0.813,0.533,2.02162796097151e-07,TRUE,"Up in HER2hi"
"ADAM10",6.10631225021336e-12,34.1524380992529,0.879,0.665,2.04793500247656e-07,TRUE,"Up in HER2hi"
"AFF3",6.12732353223588e-12,-31.7392996962049,0.253,0.588,2.05498176624127e-07,TRUE,"Up in HER2lo"
"ZEB1",6.1289285461315e-12,-11.4936437758696,0.247,0.549,2.05552005580158e-07,TRUE,"Up in HER2lo"
"TRAF4",6.89346847600132e-12,3.8850070119297,0.632,0.308,2.31193145748132e-07,TRUE,"Up in HER2hi"
"NKTR",7.37413438165735e-12,15.226751762155,0.879,0.637,2.47313718892024e-07,TRUE,"Up in HER2hi"
"CPE",7.48200611379622e-12,0.330998897240661,0.088,0.39,2.50931521044498e-07,TRUE,"Up in HER2hi"
"TBX2",7.4942748862802e-12,14.4184524437413,0.522,0.187,2.51342991136065e-07,TRUE,"Up in HER2hi"
"HK1",7.94051429343581e-12,3.97251115797075,0.709,0.418,2.6630896837325e-07,TRUE,"Up in HER2hi"
"RBM6",8.17654202875975e-12,-0.588170678446943,0.934,0.78,2.74224866560544e-07,TRUE,"Up in HER2lo"
"CA8",8.24494729389259e-12,-8.72217036480833,0.066,0.352,2.7651904234257e-07,TRUE,"Up in HER2lo"
"CHKA",8.5634553057776e-12,-1.39675806467008,0.676,0.374,2.87201164045169e-07,TRUE,"Up in HER2lo"
"FGFR3",8.72182972077973e-12,5.76356789971224,0.434,0.121,2.92512725175511e-07,TRUE,"Up in HER2hi"
"IRAK2",8.75901628526349e-12,1.44358306318286,0.582,0.236,2.93759888175167e-07,TRUE,"Up in HER2hi"
"HDAC9",8.82360573952612e-12,-22.8821768344053,0.291,0.604,2.95926089292227e-07,TRUE,"Up in HER2lo"
"CMIP",8.86712225696643e-12,69.4689949928245,0.89,0.72,2.9738554625414e-07,TRUE,"Up in HER2hi"
"ACSL1",8.9596879512839e-12,29.8078164271196,0.577,0.28,3.00490014510159e-07,TRUE,"Up in HER2hi"
"APOL1",9.1858594704061e-12,2.88515173384612,0.588,0.264,3.0807535491848e-07,TRUE,"Up in HER2hi"
"ABHD17C",9.95712058338739e-12,12.3744023661975,0.643,0.33,3.33941910125646e-07,TRUE,"Up in HER2hi"
"ZFC3H1",1.01121225476313e-11,6.29695963671841,0.769,0.489,3.39140366002459e-07,TRUE,"Up in HER2hi"
"EXOC1",1.01740034658526e-11,5.9765725566583,0.72,0.412,3.41215728237764e-07,TRUE,"Up in HER2hi"
"PTPRQ",1.05311532866655e-11,-1.25625516701047,0.527,0.214,3.53193818928187e-07,TRUE,"Up in HER2lo"
"SSTR2",1.06614875862264e-11,-18.1436294930906,0.033,0.291,3.5756497066686e-07,TRUE,"Up in HER2lo"
"LINC00923",1.20086304001573e-11,-10.9303025713766,0.11,0.423,4.02745446360477e-07,TRUE,"Up in HER2lo"
"NECTIN4",1.21470527285864e-11,11.7042756437344,0.456,0.148,4.0738785441133e-07,TRUE,"Up in HER2hi"
"LMTK2",1.36195528130229e-11,22.5629039433974,0.665,0.374,4.56772562243163e-07,TRUE,"Up in HER2hi"
"NECTIN2",1.37012276828348e-11,7.82248515896309,0.593,0.28,4.59511774026914e-07,TRUE,"Up in HER2hi"
"MEGF11",1.38920524622219e-11,-6.47780842744005,0.17,0.495,4.65911655477999e-07,TRUE,"Up in HER2lo"
"TOX",1.39760836357662e-11,-5.01970075923388,0.198,0.516,4.68729892976328e-07,TRUE,"Up in HER2lo"
"EYA1",1.44151133138972e-11,-36.4824490955512,0.137,0.445,4.83454070321483e-07,TRUE,"Up in HER2lo"
"TMEM165",1.52932938098532e-11,4.4744685886614,0.83,0.571,5.12906487794855e-07,TRUE,"Up in HER2hi"
"BCAS1",1.56340849892265e-11,34.6208831263038,0.604,0.275,5.24335942368677e-07,TRUE,"Up in HER2hi"
"ESRP2",1.7965911911454e-11,3.89475044391337,0.313,0.044,6.02540753686343e-07,TRUE,"Up in HER2hi"
"SLTM",1.89420859088425e-11,17.1217629970449,0.846,0.61,6.35279677210758e-07,TRUE,"Up in HER2hi"
"DDX3X",2.031067448886e-11,1.38597261654772,0.753,0.434,6.81179401007387e-07,TRUE,"Up in HER2hi"
"CD9",2.15371075786998e-11,12.9736728389547,0.588,0.258,7.22311513974434e-07,TRUE,"Up in HER2hi"
"LSAMP",2.18883792102084e-11,-219.289580717261,0.44,0.72,7.34092461951969e-07,TRUE,"Up in HER2lo"
"FMN2",2.22635984846794e-11,-6.53366111170468,0.176,0.511,7.46676565979179e-07,TRUE,"Up in HER2lo"
"TUBB",2.48643357601722e-11,-28.2429868070145,0.357,0.648,8.33900092724654e-07,TRUE,"Up in HER2lo"
"CA12",2.51948811181459e-11,5.38825658375832,0.549,0.242,8.44985922940377e-07,TRUE,"Up in HER2hi"
"LDLRAD3",2.53934035154101e-11,-10.1547899648375,0.209,0.505,8.51643967099825e-07,TRUE,"Up in HER2lo"
"DNAJC5",2.69296100373681e-11,7.63057267908707,0.736,0.44,9.03165261433252e-07,TRUE,"Up in HER2hi"
"MAP7",2.72355360544168e-11,8.57783126654146,0.819,0.533,9.1342540819303e-07,TRUE,"Up in HER2hi"
"REV1",2.78764854631933e-11,4.34521165645673,0.758,0.484,9.34921569464577e-07,TRUE,"Up in HER2hi"
"DNM2",2.8668169005765e-11,11.8943503844193,0.802,0.555,9.61473052115345e-07,TRUE,"Up in HER2hi"
"LRRFIP1",2.88421755264359e-11,25.4685330412705,0.808,0.615,9.67308882805608e-07,TRUE,"Up in HER2hi"
"ITCH",2.94093473492344e-11,-7.64344020636658,0.863,0.643,9.86330691398622e-07,TRUE,"Up in HER2lo"
"STYK1",2.94594270197729e-11,2.24371823323185,0.423,0.115,9.88010263389143e-07,TRUE,"Up in HER2hi"
"PLEKHG6",2.97390627201495e-11,3.93293171169457,0.429,0.126,9.97388685508374e-07,TRUE,"Up in HER2hi"
"IRF3",3.02551409143107e-11,5.90231238494075,0.626,0.335,1.01469691598415e-06,TRUE,"Up in HER2hi"
"SHTN1",3.11018221378647e-11,5.68047788866665,0.214,0.56,1.04309291085971e-06,TRUE,"Up in HER2hi"
"RNF128",3.28833064059809e-11,17.4398946726929,0.659,0.341,1.10284033024379e-06,TRUE,"Up in HER2hi"
"SIM1",3.39106350337847e-11,-11.5386420200191,0.038,0.297,1.13729487776307e-06,TRUE,"Up in HER2lo"
"CXADR",3.76491408454928e-11,0.628650477234446,0.742,0.423,1.26267688567614e-06,TRUE,"Up in HER2hi"
"ELAVL4",3.90339195277613e-11,-5.75217381755469,0.049,0.319,1.30911959312206e-06,TRUE,"Up in HER2lo"
"ROBO1",4.0119386337373e-11,-14.4838633369208,0.478,0.709,1.34552397898282e-06,TRUE,"Up in HER2lo"
"FAM13A",4.09134913888386e-11,1.61379877017375,0.78,0.516,1.37215667419887e-06,TRUE,"Up in HER2hi"
"TRIM24",4.10148128680527e-11,2.8280337889778,0.758,0.445,1.37555479396875e-06,TRUE,"Up in HER2hi"
"MAP2",4.19192533412143e-11,12.7702767888069,0.137,0.44,1.40588791855765e-06,TRUE,"Up in HER2hi"
"AL163636.1",4.26589094739997e-11,3.46834640400221,0.269,0.022,1.430694505939e-06,TRUE,"Up in HER2hi"
"XYLT1",4.27781456279301e-11,17.6332787941391,0.72,0.451,1.43469344806952e-06,TRUE,"Up in HER2hi"
"WEE1",4.2971319141756e-11,7.27474578263091,0.604,0.313,1.44117210137621e-06,TRUE,"Up in HER2hi"
"MYOF",4.4663053575227e-11,12.403581058482,0.747,0.445,1.49790949080596e-06,TRUE,"Up in HER2hi"
"PDXK",4.56193735899449e-11,6.14705862616619,0.714,0.363,1.52998255145957e-06,TRUE,"Up in HER2hi"
"C16orf74",4.63055287901109e-11,6.28219609758636,0.533,0.203,1.55299482456274e-06,TRUE,"Up in HER2hi"
"GALNT1",4.67825588258552e-11,-18.2500484001552,0.736,0.434,1.56899345790153e-06,TRUE,"Up in HER2lo"
"MT2A",4.8918614644567e-11,-9.53457008809932,0.06,0.33,1.64063249794949e-06,TRUE,"Up in HER2lo"
"AC020916.1",4.94019249490746e-11,5.63590052313581,0.456,0.148,1.65684175894206e-06,TRUE,"Up in HER2hi"
"LINGO2",5.03677487410124e-11,-11.5415648225964,0.198,0.511,1.68923355727608e-06,TRUE,"Up in HER2lo"
"EPB41L3",5.05457986137193e-11,-29.6903925353107,0.143,0.44,1.69520499390692e-06,TRUE,"Up in HER2lo"
"TMC4",5.24229168549218e-11,2.04185893432598,0.659,0.335,1.75815978548037e-06,TRUE,"Up in HER2hi"
"MIR99AHG",5.43597649386901e-11,-7.01901096738725,0.28,0.604,1.82311779651379e-06,TRUE,"Up in HER2lo"
"ARHGAP30",5.53280766808567e-11,12.3501609920275,0.516,0.214,1.85559303572257e-06,TRUE,"Up in HER2hi"
"SRPK2",5.57263074812477e-11,20.9317342259609,0.912,0.681,1.86894890030609e-06,TRUE,"Up in HER2hi"
"SORL1",5.85309090094076e-11,-4.16066764074446,0.731,0.467,1.96300962635751e-06,TRUE,"Up in HER2lo"
"ITGB6",5.93645643800735e-11,18.3011509939494,0.599,0.269,1.99096876017891e-06,TRUE,"Up in HER2hi"
"SLC38A2",6.06173660143114e-11,10.1032618959754,0.819,0.571,2.03298522138797e-06,TRUE,"Up in HER2hi"
"MAP4K3",6.14938632627661e-11,18.3040837893055,0.879,0.648,2.06238118610665e-06,TRUE,"Up in HER2hi"
"ATAD2B",6.32338178973187e-11,10.1966313350801,0.819,0.549,2.12073578464027e-06,TRUE,"Up in HER2hi"
"TUBA1A",7.18124608131872e-11,-28.6677997568665,0.099,0.374,2.40844631075267e-06,TRUE,"Up in HER2lo"
"EMP1",7.81637297490716e-11,25.1391455387035,0.374,0.099,2.62145516832436e-06,TRUE,"Up in HER2hi"
"PLEKHG4B",7.81803015611419e-11,-5.01456810715448,0.104,0.385,2.62201095375758e-06,TRUE,"Up in HER2lo"
"KLF3",8.11996153610338e-11,6.39331515141092,0.676,0.374,2.72327269997835e-06,TRUE,"Up in HER2hi"
"KCNH7",8.34427189082895e-11,-14.4282712867997,0.143,0.434,2.79850190674621e-06,TRUE,"Up in HER2lo"
"EPB41L1",8.46978333936217e-11,28.5239719911255,0.687,0.385,2.84059593635529e-06,TRUE,"Up in HER2hi"
"RXRA",8.58536529361166e-11,5.20808629512814,0.522,0.214,2.87935981217148e-06,TRUE,"Up in HER2hi"
"TCAF2",8.81302959217184e-11,4.83150470140649,0.418,0.121,2.95571386462259e-06,TRUE,"Up in HER2hi"
"RBM39",9.0595934383579e-11,25.4210053853941,0.901,0.648,3.03840644735647e-06,TRUE,"Up in HER2hi"
"B4GALNT4",9.21334934165277e-11,-4.26949888115245,0.049,0.308,3.08997310220351e-06,TRUE,"Up in HER2lo"
"SMARCC1",9.23679682120552e-11,-2.7258930953979,0.901,0.764,3.09783691789591e-06,TRUE,"Up in HER2lo"
"CDC42BPB",9.25530235639514e-11,4.65301608351465,0.687,0.39,3.1040433042878e-06,TRUE,"Up in HER2hi"
"RCOR1",9.44883392410996e-11,19.741964996728,0.764,0.484,3.168949921468e-06,TRUE,"Up in HER2hi"
"GPD1L",9.48568205898258e-11,5.03508056255057,0.429,0.137,3.18130804894158e-06,TRUE,"Up in HER2hi"
"TAX1BP1",1.00544140461622e-10,11.2323808638106,0.819,0.533,3.37204938280188e-06,TRUE,"Up in HER2hi"
"FIRRE",1.07766335226126e-10,19.721199939541,0.505,0.203,3.61426735081381e-06,TRUE,"Up in HER2hi"
"KREMEN1",1.13467089602845e-10,7.15645097117999,0.615,0.324,3.80545925110021e-06,TRUE,"Up in HER2hi"
"GCLC",1.14629295857705e-10,9.89756322093567,0.714,0.412,3.84443732447571e-06,TRUE,"Up in HER2hi"
"SLK",1.18809605830276e-10,4.8694658423892,0.786,0.516,3.9846365603358e-06,TRUE,"Up in HER2hi"
"BACE2",1.19488628077651e-10,2.47503014567924,0.621,0.324,4.00740960846826e-06,TRUE,"Up in HER2hi"
"ATP2C2",1.27485619023752e-10,4.20007000167494,0.423,0.132,4.2756126908186e-06,TRUE,"Up in HER2hi"
"STAG1",1.31060693637002e-10,18.7582638203359,0.967,0.835,4.39551354319776e-06,TRUE,"Up in HER2hi"
"UCHL1",1.33562527525797e-10,-9.14580048273081,0.033,0.275,4.47942004816018e-06,TRUE,"Up in HER2lo"
"EGLN3",1.37135958149814e-10,12.9829373990918,0.725,0.484,4.59926576442845e-06,TRUE,"Up in HER2hi"
"XRN1",1.41268361608856e-10,10.6350092538128,0.868,0.626,4.73785831163781e-06,TRUE,"Up in HER2hi"
"AC009803.1",1.43281785958025e-10,6.8332392401416,0.363,0.088,4.80538453746025e-06,TRUE,"Up in HER2hi"
"TFF3",1.47383086216223e-10,-27.8129381265937,0.016,0.242,4.9429339455197e-06,TRUE,"Up in HER2lo"
"NEMF",1.52236126105138e-10,3.64694276423428,0.764,0.495,5.10569519731413e-06,TRUE,"Up in HER2hi"
"CYP4B1",1.54157652744564e-10,1.02323466541939,0.473,0.165,5.17013935774718e-06,TRUE,"Up in HER2hi"
"AP002807.1",1.56802063084153e-10,5.78604067376284,0.275,0.033,5.25882759171633e-06,TRUE,"Up in HER2hi"
"TET3",1.5916700022966e-10,18.7429345543382,0.764,0.484,5.33814285370235e-06,TRUE,"Up in HER2hi"
"FYN",1.6111635204388e-10,-8.58478675967034,0.22,0.505,5.40352021484764e-06,TRUE,"Up in HER2lo"
"MAML3",1.61376006819427e-10,28.8538990644761,0.923,0.78,5.41222851670993e-06,TRUE,"Up in HER2hi"
"RBMS1",1.62114206655086e-10,2.885426416115,0.808,0.577,5.43698626279827e-06,TRUE,"Up in HER2hi"
"TNFRSF4",1.71027050485668e-10,1.53734480208318,0.011,0.231,5.73590521918833e-06,TRUE,"Up in HER2hi"
"DUOXA1",1.76744683863644e-10,3.60284775863903,0.385,0.104,5.92766320741888e-06,TRUE,"Up in HER2hi"
"TCIM",1.78870359472973e-10,24.734603168716,0.489,0.198,5.99895411600455e-06,TRUE,"Up in HER2hi"
"CDH26",1.86055143365608e-10,21.567419326507,0.451,0.148,6.23991739819576e-06,TRUE,"Up in HER2hi"
"PDE4B",1.88046293892959e-10,-27.0737614362665,0.198,0.5,6.30669660458204e-06,TRUE,"Up in HER2lo"
"SSH3",1.94254427302626e-10,-2.88181836300597,0.462,0.154,6.51490498287548e-06,TRUE,"Up in HER2lo"
"PPT1",1.9627719878698e-10,-7.43407077889635,0.104,0.379,6.58274469291772e-06,TRUE,"Up in HER2lo"
"PSCA",1.98819624131907e-10,4.32811601712658,0.742,0.368,6.6680125541359e-06,TRUE,"Up in HER2hi"
"ANK2",1.99677439007135e-10,-5.47337028425143,0.181,0.5,6.69678194942129e-06,TRUE,"Up in HER2lo"
"ATXN2",2.01247585368932e-10,7.1036113084168,0.896,0.659,6.74944151810325e-06,TRUE,"Up in HER2hi"
"FA2H",2.01401770592529e-10,18.0432261072153,0.505,0.203,6.75461258213223e-06,TRUE,"Up in HER2hi"
"ADARB2",2.04029311713651e-10,-80.7909450226376,0.154,0.445,6.84273505625242e-06,TRUE,"Up in HER2lo"
"MBOAT7",2.08229858453107e-10,0.950034030309032,0.522,0.203,6.9836129928003e-06,TRUE,"Up in HER2hi"
"DPYSL3",2.13003611548438e-10,-6.29482972575395,0.121,0.401,7.14371512411152e-06,TRUE,"Up in HER2lo"
"DOCK4",2.18800193129266e-10,-14.5189722079446,0.401,0.643,7.33812087716934e-06,TRUE,"Up in HER2lo"
"RPS2",2.34782651039129e-10,-26.3562232554846,0.478,0.72,7.8741405505503e-06,TRUE,"Up in HER2lo"
"KDM5D",2.36823028913286e-10,3.72463399659588,0.308,0.055,7.94257074369378e-06,TRUE,"Up in HER2hi"
"EPS8",2.37187843478452e-10,8.39881755236281,0.868,0.615,7.95480589458031e-06,TRUE,"Up in HER2hi"
"RNMT",2.38690951890777e-10,3.2065923985773,0.698,0.374,8.00521714451289e-06,TRUE,"Up in HER2hi"
"CAMK2G",2.53851886733034e-10,11.0137680438247,0.676,0.39,8.51368457725251e-06,TRUE,"Up in HER2hi"
"LTBR",2.68161673759054e-10,4.44781152778036,0.522,0.22,8.99360621453116e-06,TRUE,"Up in HER2hi"
"AFF1",2.74952950162196e-10,21.6271581386424,0.896,0.681,9.22137204253974e-06,TRUE,"Up in HER2hi"
"TMEM154",2.82947716349201e-10,11.5162277222515,0.588,0.269,9.48950051091951e-06,TRUE,"Up in HER2hi"
"SH3D19",2.83197622869734e-10,-3.01598199781008,0.78,0.5,9.49788187580515e-06,TRUE,"Up in HER2lo"
"ZEB2",2.83602957549235e-10,-9.43768943728609,0.11,0.385,9.51147599028624e-06,TRUE,"Up in HER2lo"
"AL929601.1",2.86549093205535e-10,5.32274833625647,0.264,0.027,9.61028348792723e-06,TRUE,"Up in HER2hi"
"KDM6A",2.90423997808457e-10,42.7673831744521,0.852,0.615,9.74024003850004e-06,TRUE,"Up in HER2hi"
"NECTIN1",3.06368338392362e-10,6.37965437797749,0.566,0.28,1.0274981333003e-05,TRUE,"Up in HER2hi"
"EPN2",3.0743408403212e-10,4.73541879590736,0.692,0.423,1.03107243102692e-05,TRUE,"Up in HER2hi"
"ITGA3",3.19694130964833e-10,9.43397089827324,0.571,0.275,1.07219017642986e-05,TRUE,"Up in HER2hi"
"ZFAND3",3.24824131479756e-10,24.0066149595337,0.962,0.802,1.08939517215681e-05,TRUE,"Up in HER2hi"
"TRPC4AP",3.33236661706072e-10,4.72056638784789,0.786,0.516,1.11760911602982e-05,TRUE,"Up in HER2hi"
"LCOR",3.33302138705461e-10,-31.2300701209139,0.852,0.643,1.11782871279037e-05,TRUE,"Up in HER2lo"
"KCNN4",3.5159273888054e-10,3.59140574057457,0.346,0.082,1.17917172765756e-05,TRUE,"Up in HER2hi"
"FTH1",3.67635603285172e-10,3.92645507349459,0.467,0.747,1.23297628629781e-05,TRUE,"Up in HER2hi"
"ATP9A",3.68774193255611e-10,4.79803301851003,0.731,0.456,1.23679488934067e-05,TRUE,"Up in HER2hi"
"KRT20",3.88442914728393e-10,7.21409447710673,0.368,0.093,1.30275984741608e-05,TRUE,"Up in HER2hi"
"RPS23",3.91316798237644e-10,-18.4599110463518,0.264,0.549,1.31239827792941e-05,TRUE,"Up in HER2lo"
"SFSWAP",3.98428574544313e-10,3.68389428840749,0.687,0.352,1.33624975330672e-05,TRUE,"Up in HER2hi"
"PLEC",4.02549172058087e-10,18.7334100709589,0.659,0.368,1.35006941324841e-05,TRUE,"Up in HER2hi"
"SREBF2",4.0832686406233e-10,7.92764215903705,0.791,0.566,1.36944663669224e-05,TRUE,"Up in HER2hi"
"SSH2",4.12127452348614e-10,35.9387993950413,0.929,0.802,1.38219304968678e-05,TRUE,"Up in HER2hi"
"WASF2",4.15263603838107e-10,9.92255325782019,0.698,0.456,1.39271107455224e-05,TRUE,"Up in HER2hi"
"IGKC",4.25703038817418e-10,-265.455887523568,0.154,0.418,1.42772285158585e-05,TRUE,"Up in HER2lo"
"ITPKC",4.26897112636691e-10,29.4977057996022,0.451,0.17,1.43172753636094e-05,TRUE,"Up in HER2hi"
"KHDRBS3",4.37075544499486e-10,-4.1919713293415,0.132,0.418,1.46586396114238e-05,TRUE,"Up in HER2lo"
"PISD",4.49890298206447e-10,0.803712411611076,0.566,0.275,1.50884208212478e-05,TRUE,"Up in HER2hi"
"VIM",4.50593438331816e-10,-37.4550767471955,0.099,0.363,1.51120027347724e-05,TRUE,"Up in HER2lo"
"MMP28",4.59502005633471e-10,7.19809894976747,0.489,0.17,1.54107782649353e-05,TRUE,"Up in HER2hi"
"PPARGC1B",4.63049520089785e-10,6.08634177151202,0.473,0.187,1.55297548047712e-05,TRUE,"Up in HER2hi"
"LEF1",4.74966881717795e-10,-12.7027293309652,0.099,0.363,1.59294392790514e-05,TRUE,"Up in HER2lo"
"LINC01876",4.76805208496508e-10,10.6797170103543,0.769,0.522,1.59910930825559e-05,TRUE,"Up in HER2hi"
"CROT",4.82889508056409e-10,-4.13594513221922,0.588,0.302,1.61951483211959e-05,TRUE,"Up in HER2lo"
"SLC23A2",4.8963310196696e-10,38.9525500790905,0.714,0.462,1.64213149737679e-05,TRUE,"Up in HER2hi"
"MYEF2",5.0620397182437e-10,-1.65372187587205,0.066,0.319,1.69770688070457e-05,TRUE,"Up in HER2lo"
"RAF1",5.4276063624074e-10,2.83534409739521,0.709,0.429,1.8203106218242e-05,TRUE,"Up in HER2hi"
"STK24",5.44904919463634e-10,8.21643604067446,0.846,0.632,1.82750211889713e-05,TRUE,"Up in HER2hi"
"ZDHHC20",5.48558943666916e-10,14.4188342573729,0.78,0.495,1.8397569852701e-05,TRUE,"Up in HER2hi"
"HDAC7",5.76368748440697e-10,2.1564062558008,0.555,0.242,1.93302550852041e-05,TRUE,"Up in HER2hi"
"PROM2",5.79271355148454e-10,6.64065898789616,0.5,0.203,1.94276027089688e-05,TRUE,"Up in HER2hi"
"CYP4F8",6.05099012839603e-10,21.6154912210095,0.407,0.115,2.02938106926146e-05,TRUE,"Up in HER2hi"
"EXOC6B",6.15216778869441e-10,20.1290476704753,0.945,0.775,2.06331403297233e-05,TRUE,"Up in HER2hi"
"GATA2-AS1",6.28955032872157e-10,2.00790433877076,0.39,0.11,2.10938938924664e-05,TRUE,"Up in HER2hi"
"LINC01122",6.53043656823677e-10,-6.59089245571114,0.192,0.495,2.19017781625525e-05,TRUE,"Up in HER2lo"
"SEMA5A",6.69047559093621e-10,-1.44269504086387,0.94,0.813,2.24385170368819e-05,TRUE,"Up in HER2lo"
"IGHG4",6.72842174951741e-10,-15.2722144486718,0.049,0.291,2.25657808635315e-05,TRUE,"Up in HER2lo"
"KANSL1",6.7365881014619e-10,4.32811840089317,0.918,0.78,2.25931691746829e-05,TRUE,"Up in HER2hi"
"KCNT2",7.03607581739891e-10,-7.94832802602816,0.192,0.484,2.35975910763925e-05,TRUE,"Up in HER2lo"
"GAN",7.04088749336482e-10,36.0673759267932,0.632,0.368,2.36137284752469e-05,TRUE,"Up in HER2hi"
"PPARD",7.05873379566867e-10,13.0956845243637,0.549,0.258,2.36735814039136e-05,TRUE,"Up in HER2hi"
"CNTN1",7.81474613280171e-10,-109.618594535591,0.126,0.39,2.62090955801904e-05,TRUE,"Up in HER2lo"
"GNL3",7.90287657603961e-10,2.26151506914968,0.588,0.286,2.65046674607217e-05,TRUE,"Up in HER2hi"
"PRKG1",7.92875140764064e-10,-10.1785602867405,0.374,0.654,2.65914464709452e-05,TRUE,"Up in HER2lo"
"LLGL2",7.95037383395667e-10,3.38129261954429,0.61,0.346,2.66639637643239e-05,TRUE,"Up in HER2hi"
"MYH14",8.07655144605002e-10,15.6654242465163,0.78,0.544,2.70871382397625e-05,TRUE,"Up in HER2hi"
"DENND1B",8.15210120246684e-10,-2.79907207305151,0.769,0.495,2.73405170128333e-05,TRUE,"Up in HER2lo"
"MBD2",8.4632920314578e-10,0.997178535364078,0.665,0.341,2.83841888151032e-05,TRUE,"Up in HER2hi"
"ZMYM2",8.8126330404078e-10,-3.58897493277686,0.89,0.681,2.95558086909197e-05,TRUE,"Up in HER2lo"
"NPEPPS",8.88004270782914e-10,11.5127456972297,0.846,0.731,2.97818872335174e-05,TRUE,"Up in HER2hi"
"CMYA5",8.96714752422287e-10,30.2955201304952,0.599,0.291,3.00740193667387e-05,TRUE,"Up in HER2hi"
"PPP1R13B",8.98731056036106e-10,7.03807418705984,0.709,0.429,3.01416421573389e-05,TRUE,"Up in HER2hi"
"RPS20",9.11093615420456e-10,-6.77651594131398,0.385,0.637,3.05562576739712e-05,TRUE,"Up in HER2lo"
"ARHGAP6",9.43188712708763e-10,12.2657136682818,0.385,0.115,3.16326630468265e-05,TRUE,"Up in HER2hi"
"ARHGAP23",1.0202517306473e-09,11.7026464491905,0.527,0.22,3.42172025424491e-05,TRUE,"Up in HER2hi"
"TBL1Y",1.06975054513244e-09,6.56143332579974,0.275,0.044,3.58772937826517e-05,TRUE,"Up in HER2hi"
"NCKAP1",1.08090900082894e-09,4.39281267847299,0.687,0.407,3.62515260698009e-05,TRUE,"Up in HER2hi"
"CLCA4",1.08991251645188e-09,7.21135766319156,0.297,0.055,3.6553485976763e-05,TRUE,"Up in HER2hi"
"ARAP2",1.10634243411342e-09,-2.43300389888491,0.731,0.451,3.71045125552957e-05,TRUE,"Up in HER2lo"
"PLXNB2",1.11560673230578e-09,7.71395796993404,0.648,0.396,3.74152185880711e-05,TRUE,"Up in HER2hi"
"ALDH1A3",1.17013526331878e-09,50.248933639325,0.368,0.104,3.92439964611853e-05,TRUE,"Up in HER2hi"
"BMPER",1.24112541324448e-09,-39.9337427023797,0.126,0.396,4.16248641093934e-05,TRUE,"Up in HER2lo"
"ADD2",1.3172745880458e-09,1.06548636953475,0.077,0.335,4.41787551338799e-05,TRUE,"Up in HER2hi"
"HEPACAM2",1.34917746597989e-09,10.0977057944578,0.016,0.225,4.52487138540335e-05,TRUE,"Up in HER2hi"
"NADSYN1",1.38960349580238e-09,89.4075716854624,0.577,0.275,4.66045220422202e-05,TRUE,"Up in HER2hi"
"DNAJA4",1.39359690848371e-09,17.5656182039875,0.456,0.17,4.67384531167266e-05,TRUE,"Up in HER2hi"
"HLA-B",1.41551053796472e-09,-7.32215725155192,0.654,0.846,4.74733924222607e-05,TRUE,"Up in HER2lo"
"GTF2IRD1",1.55675997683879e-09,6.8879160813825,0.786,0.549,5.22106161032192e-05,TRUE,"Up in HER2hi"
"IP6K2",1.56305776881491e-09,3.65481059811241,0.692,0.423,5.24218314505144e-05,TRUE,"Up in HER2hi"
"ASCL1",1.63309239865123e-09,-11.1079170693235,0.022,0.231,5.47706528659648e-05,TRUE,"Up in HER2lo"
